id,category,query1,query2,label
1789,胸膜炎,吃东西左胸口疼有什么好的办法能够根治吗,吃东西左胸口疼是为什么？,0
1790,胸膜炎,结核性渗出性胸膜炎是什么病,什么是结核性渗出性胸膜炎？,1
1791,胸膜炎,结核性渗出性胸膜炎是什么病,结核性渗出性胸膜炎是怎么定义的？,1
1792,胸膜炎,结核性渗出性胸膜炎是什么病,结核性渗出性胸膜炎有哪些症状？,0
1793,胸膜炎,结核性渗出性胸膜炎是什么病,结核性渗出性胸膜炎有什么治疗方法？,0
1794,胸膜炎,结核性渗出性胸膜炎是什么病,结核性渗出性胸膜炎的病因是什么？,0
1795,胸膜炎,胸口闷感觉呼吸不到氧气时间有两年了，是怎么了,胸口闷感觉呼吸不到氧气时间有两年了，是为什么？,1
1796,胸膜炎,胸口闷感觉呼吸不到氧气时间有两年了，是怎么了,胸口闷感觉呼吸不到氧气时间有两年了，这是什么情况？,1
1798,胸膜炎,胸口闷感觉呼吸不到氧气时间有两年了，是怎么了,胸口闷感觉呼吸不到氧气要去医院吗？,0
1799,胸膜炎,胸口闷感觉呼吸不到氧气时间有两年了，是怎么了,胸口闷感觉呼吸不到氧气能吃什么药？,0
1800,胸膜炎,您好我总是反复的胸口疼然后就后面左边疼是怎么了,反复的胸口疼然后就后面左边疼是什么情况？,1
1801,胸膜炎,您好我总是反复的胸口疼然后就后面左边疼是怎么了,反复的胸口疼然后就后面左边疼是怎么回事？,1
1802,胸膜炎,您好我总是反复的胸口疼然后就后面左边疼是怎么了,胸膜炎有哪些症状？,0
1803,胸膜炎,您好我总是反复的胸口疼然后就后面左边疼是怎么了,反复的胸口疼然后就后面左边疼是胸膜炎犯了吗？,0
1804,胸膜炎,您好我总是反复的胸口疼然后就后面左边疼是怎么了,胸膜炎有哪些治疗方法？,0
1805,胸膜炎,请问头孢氨苄甲氧苄啶片可以胸膜炎吗,请问头孢氨苄甲氧苄啶片能治疗胸膜炎吗？,1
1806,胸膜炎,请问头孢氨苄甲氧苄啶片可以胸膜炎吗,请问头孢氨苄甲氧苄啶片可否医治胸膜炎？,1
1807,胸膜炎,请问头孢氨苄甲氧苄啶片可以胸膜炎吗,请问头孢氨苄甲氧苄啶片有哪些副作用？,0
1808,胸膜炎,请问头孢氨苄甲氧苄啶片可以胸膜炎吗,请问头孢氨苄甲氧苄啶片治疗胸膜炎有哪些要注意？,0
1809,胸膜炎,请问头孢氨苄甲氧苄啶片可以胸膜炎吗,请问头孢氨苄甲氧苄啶片有什么适应症？,0
1810,胸膜炎,胸膜炎服用什么药物好呢多久可以康复呢,胸膜炎吃什么药效果好？需要多长时间能康复？,1
1811,胸膜炎,胸膜炎服用什么药物好呢多久可以康复呢,胸膜炎吃什么药效果好？要多就病可以康复？,1
1812,胸膜炎,胸膜炎服用什么药物好呢多久可以康复呢,胸膜炎怎么治疗好的快？,0
1813,胸膜炎,胸膜炎服用什么药物好呢多久可以康复呢,胸膜炎做纤支镜好的快吗？,0
1815,胸膜炎,患了胸膜炎正在吃药治疗能喝酒吗,患了胸膜炎服药期间能否喝酒？,1
1816,胸膜炎,患了胸膜炎正在吃药治疗能喝酒吗,患了胸膜炎正在吃药治疗期间可以喝酒吗？,1
1819,胸膜炎,患了胸膜炎正在吃药治疗能喝酒吗,治疗胸膜炎有哪些方法？,0
1820,胸膜炎,胸膜炎严重吗会有什么表现,胸膜炎是否严重会有什么症状表现？,1
1821,胸膜炎,胸膜炎严重吗会有什么表现,胸膜炎严重吗症状有哪些？,1
1822,胸膜炎,胸膜炎严重吗会有什么表现,胸膜炎病人有什么需要注意的事项？,0
1823,胸膜炎,胸膜炎严重吗会有什么表现,什么是胸膜炎？,0
1824,胸膜炎,胸膜炎严重吗会有什么表现,胸膜炎的病因是什么？,0
1825,胸膜炎,胸膜炎复发的概率有多大复发了还能治吗,胸膜炎复发几率多大复发了是否能治？,1
1826,胸膜炎,胸膜炎复发的概率有多大复发了还能治吗,胸膜炎复发的概率有多少若复发了能否再治？,1
1827,胸膜炎,胸膜炎复发的概率有多大复发了还能治吗,胸膜炎不不复发该怎么办？,0
1828,胸膜炎,胸膜炎复发的概率有多大复发了还能治吗,胸膜炎不复发有什么症状？,0
1829,胸膜炎,胸膜炎复发的概率有多大复发了还能治吗,胸膜炎能不能根治？,0
1830,胸膜炎,头孢克肟颗粒孕妇（4个月）能用吗感冒,孕妇（4个月）感冒能用头孢克肟颗粒吗？,1
1831,胸膜炎,头孢克肟颗粒孕妇（4个月）能用吗感冒,孕妇（4个月）感冒可否服用头孢克肟颗粒？,1
1832,胸膜炎,头孢克肟颗粒孕妇（4个月）能用吗感冒,头孢克肟颗粒有哪些功效吗？,0
1833,胸膜炎,头孢克肟颗粒孕妇（4个月）能用吗感冒,孕妇感冒吃什么药好？,0
1836,胸膜炎,胸膜炎复查是要照胸片吗,胸膜炎复查要不要照胸片？,1
1838,胸膜炎,胸膜炎复查是要照胸片吗,请问胸膜炎是拍胸片能检查得出来吗？,0
1839,胸膜炎,胸膜炎复查是要照胸片吗,肺结核复发拍胸片看得出来吗？,0
1841,胸膜炎,之前患了胸膜炎现在好了还会不会复发,之前患了胸膜炎现在好了是否会复发？,1
1843,胸膜炎,之前患了胸膜炎现在好了还会不会复发,胸膜炎复发的几率大不大？,0
1844,胸膜炎,之前患了胸膜炎现在好了还会不会复发,胸膜炎有哪些症状？,0
1846,胸膜炎,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎在复查阶段咳嗽总是不好怎么做？,1
1847,胸膜炎,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎在复查阶段咳嗽总是不好是为什么？,0
1848,胸膜炎,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎需要治疗多久？,0
1849,胸膜炎,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎有哪些症状？,0
1850,胸膜炎,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松能否治疗胸膜炎？,1
1851,胸膜炎,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松治疗胸膜炎可取吗？,1
1852,胸膜炎,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松有什么适应症？,0
1853,胸膜炎,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松有没有副作用？,0
1854,胸膜炎,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松治疗胸膜炎效果如何？,0
1855,胸膜炎,胸膜炎可以治疗嘛？,胸膜炎能治好吗？,1
1856,胸膜炎,胸膜炎可以治疗嘛？,胸膜炎可否治愈？,1
1857,胸膜炎,胸膜炎可以治疗嘛？,胸膜炎如何预防？,0
1859,胸膜炎,胸膜炎可以治疗嘛？,胸膜炎患者适宜服用什么药？,0
1860,胸膜炎,结核胸膜炎引发肠梗阻能彻底治愈吗？,结核胸膜炎引发肠梗阻能彻底根治吗？,1
1861,胸膜炎,结核胸膜炎引发肠梗阻能彻底治愈吗？,结核胸膜炎造成的肠梗阻能彻底治好吗？,1
1862,胸膜炎,结核胸膜炎引发肠梗阻能彻底治愈吗？,中医和西医到底哪个可以彻底治愈淋巴瘤？,0
1863,胸膜炎,结核胸膜炎引发肠梗阻能彻底治愈吗？,牛皮癣可以彻底治好吗？,0
1864,胸膜炎,结核胸膜炎引发肠梗阻能彻底治愈吗？,小分子微创可以彻底治愈强直性脊柱炎吗？,0
1865,胸膜炎,结核胸膜炎引发肠梗阻可能是腹膜炎？,结核胸膜炎引发肠梗阻可能是腹膜炎该怎么办,1
1866,胸膜炎,结核胸膜炎引发肠梗阻可能是腹膜炎？,结核胸膜炎引发肠梗阻可能是腹膜炎如何是好？,1
1867,胸膜炎,结核胸膜炎引发肠梗阻可能是腹膜炎？,如何确诊结核性胸膜炎、腹膜炎？,0
1868,胸膜炎,结核胸膜炎引发肠梗阻可能是腹膜炎？,结核胸膜炎如何治疗？,0
1870,胸膜炎,椒目葶苈汤可以治疗胸膜炎吗,结核性胸膜炎可以用椒目葶苈汤来治疗吗？,1
1871,胸膜炎,椒目葶苈汤可以治疗胸膜炎吗,椒目葶苈汤能治疗胸膜炎吗？,1
1872,胸膜炎,椒目葶苈汤可以治疗胸膜炎吗,胸膜炎的治疗费用贵吗？,0
1873,胸膜炎,椒目葶苈汤可以治疗胸膜炎吗,怎样治疗胸膜炎？,0
1874,胸膜炎,椒目葶苈汤可以治疗胸膜炎吗,胸膜炎可以运动吗？,0
1875,胸膜炎,我现在得了胸膜炎该怎么办,得了胸膜炎该如何是好？,1
1876,胸膜炎,我现在得了胸膜炎该怎么办,得了胸膜炎要怎么做？,1
1877,胸膜炎,我现在得了胸膜炎该怎么办,得了胸膜炎会有什么病症？,0
1878,胸膜炎,我现在得了胸膜炎该怎么办,得了胸膜炎会引发其他疾病吗？,0
1879,胸膜炎,我现在得了胸膜炎该怎么办,胸膜炎的病因是什么？,0
1880,胸膜炎,医生您好:请问您胸膜炎是由什么引起的？,胸膜炎的病因是什么？,1
1881,胸膜炎,医生您好:请问您胸膜炎是由什么引起的？,胸膜炎是由什么造成的？,1
1882,胸膜炎,医生您好:请问您胸膜炎是由什么引起的？,请问胸膜炎有哪些症状？,0
1883,胸膜炎,医生您好:请问您胸膜炎是由什么引起的？,胸膜炎病人有什么需要注意的事项？,0
1884,胸膜炎,医生您好:请问您胸膜炎是由什么引起的？,胸膜炎和心脏有关吗？,0
1885,胸膜炎,胸膜炎会导致心脏移位吗？,胸膜炎会引起心脏移位吗？,1
1889,胸膜炎,胸膜炎会导致心脏移位吗？,"胸膜炎引起心脏p波高尖,该怎么治疗?",0
1890,胸膜炎,你好，胸膜炎建议吃什么药？,你好，胸膜炎患者适宜服用什么药？,1
1891,胸膜炎,你好，胸膜炎建议吃什么药？,你好，胸膜炎患者应该吃什么药哈好？,1
1892,胸膜炎,你好，胸膜炎建议吃什么药？,你好，胸膜炎好治吗？,0
1893,胸膜炎,你好，胸膜炎建议吃什么药？,胸膜炎的病因是什么？,0
1894,胸膜炎,你好，胸膜炎建议吃什么药？,胸膜炎的症状表现是什么？,0
1896,胸膜炎,得胸膜炎有什么症状？请详细说说,胸膜炎的症状表现是什么？,1
1897,胸膜炎,得胸膜炎有什么症状？请详细说说,胸膜炎的病因是什么？,0
1899,胸膜炎,得胸膜炎有什么症状？请详细说说,胸膜炎吃什么药好？,0
1900,肺气肿,我最刚得的肺气肿病怎么治,肺气肿病该怎么治？,1
1901,肺气肿,我最刚得的肺气肿病怎么治,肺气肿疾病该怎么治疗？,1
1902,肺气肿,我最刚得的肺气肿病怎么治,肺气肿病发的症状？,0
1903,肺气肿,我最刚得的肺气肿病怎么治,肺气肿是怎么样的病？,0
1904,肺气肿,我最刚得的肺气肿病怎么治,什么是肺气肿病,0
1905,肺气肿,得了肺气肿不能吃什么？,肺气肿不能吃什么东西的？,1
1907,肺气肿,得了肺气肿不能吃什么？,得了肺气肿吃什么药好,0
1909,肺气肿,得了肺气肿不能吃什么？,得了肺气肿应吃什么药好得快啊？,0
1910,肺气肿,咳嗽和喘不过来气，这怎么治疗？,咳嗽、喘不过来气、呼吸不通畅怎么治疗,1
1911,肺气肿,咳嗽和喘不过来气，这怎么治疗？,咳嗽喘不过气怎么办？,1
1912,肺气肿,咳嗽和喘不过来气，这怎么治疗？,咳嗽能治好吗？,0
1913,肺气肿,咳嗽和喘不过来气，这怎么治疗？,咳嗽呼吸不顺畅会导致哪些疾病？,0
1914,肺气肿,咳嗽和喘不过来气，这怎么治疗？,咳嗽喘不过气是不是肺炎？,0
1915,肺气肿,肺气肿能治好吗怎么治？,肺气肿能治愈好吗怎么治愈？,1
1916,肺气肿,肺气肿能治好吗怎么治？,肺气肿应怎么治啊？能治好吗？,1
1917,肺气肿,肺气肿能治好吗怎么治？,肺气肿孩子日常应当如何调理饮食？,0
1918,肺气肿,肺气肿能治好吗怎么治？,小孩肺气肿症状,0
1919,肺气肿,肺气肿能治好吗怎么治？,肺气肿的症状有哪些?,0
1920,肺气肿,肺气肿能治好吗怎么治？,肺气肿能治愈好吗怎么治愈？,1
1921,肺气肿,肺气肿能治好吗怎么治？,肺气肿如何可以治好,1
1922,肺气肿,肺气肿能治好吗怎么治？,怎样预防肺气肿？,0
1923,肺气肿,肺气肿能治好吗怎么治？,肺气肿的症状有哪些？,0
1924,肺气肿,肺气肿能治好吗怎么治？,得了肺气肿应该注意什么？,0
1925,肺气肿,肺气肿能治好吗怎么治？,肺气肿能治愈好吗怎么治愈？,1
1926,肺气肿,肺气肿能治好吗怎么治？,肺气肿能治好吗？,1
1927,肺气肿,肺气肿能治好吗怎么治？,肺气肿，引起双腿发肿有什么好的治疗方法吗？,0
1928,肺气肿,肺气肿能治好吗怎么治？,肺气泡怎么治疗？,0
1930,肺气肿,肺气肿是怎么引起的啊？,肺气肿是怎么造成的？,1
1931,肺气肿,肺气肿是怎么引起的啊？,导致肺气肿的原因是什么？,1
1932,肺气肿,肺气肿是怎么引起的啊？,请问肺气肿如何治疗？,0
1934,肺气肿,肺气肿是怎么引起的啊？,肺气肿严重有什么症状呀,0
1935,肺气肿,胃不好的人能吃桃子吗？,胃不好的人可以吃桃子吗,1
1936,肺气肿,胃不好的人能吃桃子吗？,胃不好能吃桃子吗？,1
1937,肺气肿,胃不好的人能吃桃子吗？,胃不好的人吃什么,0
1938,肺气肿,胃不好的人能吃桃子吗？,胃消化不好吃什么药,0
1939,肺气肿,胃不好的人能吃桃子吗？,胃不好吃什么菜易消化,0
1940,肺气肿,请问，肺气肿怎么治疗呢？,请问肺气肿怎么回事怎么治疗呢？,1
1941,肺气肿,请问，肺气肿怎么治疗呢？,肺气肿该如何治疗？,1
1942,肺气肿,请问，肺气肿怎么治疗呢？,肺气肿症状有哪些？,0
1943,肺气肿,请问，肺气肿怎么治疗呢？,肺气肿能治好吗？,0
1944,肺气肿,请问，肺气肿怎么治疗呢？,肺气肿哪个医院看的好？,0
1945,肺气肿,肺气肿会引起的并发症有哪些？,肺气肿会导致哪些并发症啊？,1
1946,肺气肿,肺气肿会引起的并发症有哪些？,得了肺气肿会出现什么样的并发症呢,1
1947,肺气肿,肺气肿会引起的并发症有哪些？,肺炎有哪些并发症？,0
1948,肺气肿,肺气肿会引起的并发症有哪些？,肺气肿是怎么引起的,0
1949,肺气肿,肺气肿会引起的并发症有哪些？,肺气肿能治好吗,0
1950,肺气肿,60岁的肺气肿能活多久,得了肺气肿还能活多久,1
1951,肺气肿,60岁的肺气肿能活多久,得了肺气肿还有多久可活？,1
1952,肺气肿,60岁的肺气肿能活多久,得了肺气肿能不能恢复,0
1953,肺气肿,60岁的肺气肿能活多久,轻微肺气肿严重吗？,0
1954,肺气肿,60岁的肺气肿能活多久,轻微肺气肿可以活四十年吗,0
1955,肺气肿,治肺气肿的最佳方法有哪些,治疗肺气肿的最佳方法是什么？,1
1958,肺气肿,治肺气肿的最佳方法有哪些,肺气肿是怎么检查的？,0
1959,肺气肿,治肺气肿的最佳方法有哪些,什么是肺癌早期并肺气肿最好的治疗方法？,0
1964,肺气肿,肺气肿应该怎么治疗，应注意什么,肺气肿发病类型有多少种？,0
1965,肺气肿,肺气肿肺大泡需不需要手术?,肺大泡，肺气肿，气胸肺大泡需不需要手术？或进一步处理？,1
1966,肺气肿,肺气肿肺大泡需不需要手术?,肺大泡，肺气肿，支扩伴感染，我爸的肺到底需不需要手术？,1
1967,肺气肿,肺气肿肺大泡需不需要手术?,治肺气肿需多少钱,0
1968,肺气肿,肺气肿肺大泡需不需要手术?,肺气肿需不需要住院治疗,0
1969,肺气肿,肺气肿肺大泡需不需要手术?,肺气肿住院治疗需要多久,0
1970,肺气肿,治疗肺气肿的药物有哪些？,治疗肺气肿的特效药有哪些,1
1972,肺气肿,治疗肺气肿的药物有哪些？,肺气肿的表现有哪些,0
1973,肺气肿,治疗肺气肿的药物有哪些？,肺气肿的类型有哪些？,0
1974,肺气肿,治疗肺气肿的药物有哪些？,肺气肿的症状有哪些类型,0
1975,肺气肿,治疗肺气肿的药物有哪些？,治疗肺气肿的药物有哪些药？,1
1976,肺气肿,治疗肺气肿的药物有哪些？,治疗肺气肿的药物有哪些？,1
1977,肺气肿,治疗肺气肿的药物有哪些？,治疗肺气肿有特效药吗？,0
1980,肺气肿,怎么样预防肺气肿的发生？,肺气肿怎么预防？,1
1981,肺气肿,怎么样预防肺气肿的发生？,关于肺气肿，平时怎样预防治疗？,1
1982,肺气肿,怎么样预防肺气肿的发生？,肺气肿可以预防吗,0
1983,肺气肿,怎么样预防肺气肿的发生？,冬季防止肺气肿用加湿器吗？,0
1984,肺气肿,怎么样预防肺气肿的发生？,肺气肿能治好吗？,0
1985,肺气肿,怎么样预防肺气肿的发生？,肺气肿要怎么预防呢？,1
1986,肺气肿,怎么样预防肺气肿的发生？,请问怎么预防肺气肿的发生？,1
1987,肺气肿,怎么样预防肺气肿的发生？,怎样预防小儿肺气肿的？,0
1988,肺气肿,怎么样预防肺气肿的发生？,肺气肿是怎么引起的？,0
1990,肺气肿,肺气肿病情轻重分类有哪些？,肺气肿如何分类,1
1992,肺气肿,肺气肿病情轻重分类有哪些？,肺气肿临床表现症状轻重与什么有关,0
1994,肺气肿,肺气肿病情轻重分类有哪些？,中心型肺癌的X线平片表现,0
1995,肺气肿,肺气肿病情轻重分类有哪些？,肺气肿的类型有哪些？,1
1996,肺气肿,肺气肿病情轻重分类有哪些？,肺气肿病情轻重有哪些分类？,1
1997,肺气肿,肺气肿病情轻重分类有哪些？,肺气肿临床表现症状轻重与什么有关？,0
1998,肺气肿,肺气肿病情轻重分类有哪些？,肺上肿瘤好治疗吗？,0
1999,肺气肿,肺气肿病情轻重分类有哪些？,上海肺肿瘤医院哪个好？,0
2001,肺气肿,肺气肿可以喝补肺丸吗？,肺气肿用补肺丸来治疗的效果咋么样,1
2002,肺气肿,肺气肿可以喝补肺丸吗？,补肺丸这个药都适宜哪些人群使用呢,0
2003,肺气肿,肺气肿可以喝补肺丸吗？,补肺丸哪个牌子好,0
2004,肺气肿,肺气肿可以喝补肺丸吗？,吃补肺丸有什么副作用,0
2006,肺气肿,肺气肿可以喝补肺丸吗？,肺气肿能吃补肺丸吗？,1
2007,肺气肿,肺气肿可以喝补肺丸吗？,肺气肿吃补肺丸几盒才能治好？,0
2008,肺气肿,肺气肿可以喝补肺丸吗？,补肺丸对肺气肿有疗效吗？,0
2009,肺气肿,肺气肿可以喝补肺丸吗？,肺气肿吃核酪口服液和补肺丸哪样比较好？,0
2010,肺气肿,患有了肺气肿了，该怎么治疗,得了肺气肿怎么办,1
2011,肺气肿,患有了肺气肿了，该怎么治疗,治疗肺气肿有哪些方法,1
2013,肺气肿,患有了肺气肿了，该怎么治疗,肺气肿需要手术吗,0
2014,肺气肿,患有了肺气肿了，该怎么治疗,轻微肺气肿需要治疗吗,0
2015,肺气肿,请问导致肺气肿的原因有哪些？,请问肺气肿是什么原因造成的？,1
2016,肺气肿,请问导致肺气肿的原因有哪些？,医生请问肺气肿是什么原因造成的？,1
2019,肺气肿,请问导致肺气肿的原因有哪些？,治肺气肿的最佳方法？,0
2020,肺气肿,请问导致肺气肿的原因有哪些？,请问肺气肿是什么原因造成的？,1
2021,肺气肿,请问导致肺气肿的原因有哪些？,医生请问肺气肿是什么原因造成的？,1
2022,肺气肿,请问导致肺气肿的原因有哪些？,得了肺气肿并有肺大泡怎么办？,0
2024,肺气肿,请问导致肺气肿的原因有哪些？,治肺气肿的最佳方法？,0
2025,肺气肿,治肺气肿的最佳方法有哪些？,治疗肺气肿的最佳方法是什么？,1
2028,肺气肿,治肺气肿的最佳方法有哪些？,肺气肿有最好的办法吗？,0
2029,肺气肿,治肺气肿的最佳方法有哪些？,你好大夫，肺气肿，请问有什么方法能缓解吗？,0
2030,肺气肿,患有了肺气肿了，该怎么治疗？,如何治疗肺气肿,1
2031,肺气肿,患有了肺气肿了，该怎么治疗？,得了肺气肿如何治疗？,1
2032,肺气肿,患有了肺气肿了，该怎么治疗？,患有了肺气肿在饮食上要注意哪些呢？,0
2033,肺气肿,患有了肺气肿了，该怎么治疗？,近期检查出患有了肺气肿能治愈吗？,0
2034,肺气肿,患有了肺气肿了，该怎么治疗？,患有了肺气肿的原因会有哪些呢？,0
2035,肺气肿,肺气肿肺大泡需不需要手术？,肺大泡，肺气肿，支扩伴感染 我爸的肺到底需不需要手术？,1
2036,肺气肿,肺气肿肺大泡需不需要手术？,肺气肿需做手术吗？,1
2037,肺气肿,肺气肿肺大泡需不需要手术？,肺气肿大概需花多少钱？,0
2038,肺气肿,肺气肿肺大泡需不需要手术？,肺气肿初期需不需要吃药应该吃什么？,0
2039,肺气肿,肺气肿肺大泡需不需要手术？,肺气肿需不需要做心电图检查？,0
2041,肺气肿,肺气肿应该怎么治疗，应注意什么？,肺气肿应该怎样治疗？应注意些什么呢？,1
2042,肺气肿,肺气肿应该怎么治疗，应注意什么？,初期肺气肿，有什么特效药吗？能治愈吗？应注意什么？,0
2043,肺气肿,肺气肿应该怎么治疗，应注意什么？,请问肺气肿应该注意什么饮食？,0
2045,肺气肿,肺气肿，52岁，该吃什么药？,老人肺气肿请问吃些啥药？,1
2046,肺气肿,肺气肿，52岁，该吃什么药？,肺气肿吃什么药？,1
2047,肺气肿,肺气肿，52岁，该吃什么药？,肺气肿吃什么药最有效？,0
2049,肺气肿,肺气肿，52岁，该吃什么药？,肺气肿怎么治疗最好？,0
2050,肺气肿,肺气肿的护理要怎么做？,肺气肿的护理措施要怎么做？,1
2051,肺气肿,肺气肿的护理要怎么做？,肺气肿的家庭护理怎么做？,1
2052,肺气肿,肺气肿的护理要怎么做？,肺气肿的护理措施？,0
2054,肺气肿,肺气肿的护理要怎么做？,肺气肿的保养要怎么做呢？,0
2055,肺气肿,慢阻肺与肺气肿有什么区别？,慢阻肺与肺气肿的区别是什么？,1
2056,肺气肿,慢阻肺与肺气肿有什么区别？,肺气肿与慢阻肺有什么区别？,1
2057,肺气肿,慢阻肺与肺气肿有什么区别？,肺气肿与慢阻肺是什么病？,0
2058,肺气肿,慢阻肺与肺气肿有什么区别？,慢阻肺肺气肿应该要怎么治疗？,0
2061,肺气肿,肺气肿病人有什么饮食禁忌？,肺气肿患者的饮食禁忌具体有哪些？,1
2062,肺气肿,肺气肿病人有什么饮食禁忌？,肺气肿病人能吃公鸡吗？,0
2063,肺气肿,肺气肿病人有什么饮食禁忌？,病人有肺气肿，怎么办？,0
2064,肺气肿,肺气肿病人有什么饮食禁忌？,肺气肿患者的症状有哪些？,0
2065,肺气肿,肺气肿病人怎么注意饮食？,肺气肿病人应该怎么注意饮食？,1
2066,肺气肿,肺气肿病人怎么注意饮食？,肺气肿病人如何注意饮食？,1
2067,肺气肿,肺气肿病人怎么注意饮食？,肺气肿病人能吃公鸡吗？,0
2068,肺气肿,肺气肿病人怎么注意饮食？,肺气肿病人平时怎么护理？,0
2070,肺气肿,肺气肿反复发作平时该怎么预防,肺气肿反复发作平时如何预防？,1
2071,肺气肿,肺气肿反复发作平时该怎么预防,为防止肺气肿反复发作平时该咋预防？,1
2072,肺气肿,肺气肿反复发作平时该怎么预防,肺气肿传染吗？,0
2073,肺气肿,肺气肿反复发作平时该怎么预防,肺气肿治愈还会复发吗？,0
2074,肺气肿,肺气肿反复发作平时该怎么预防,肺气肿如何治疗？,0
2075,肺气肿,长期吸烟导致肺气肿，怎么办,抽烟得了肺气肿该如何治疗呢?,1
2077,肺气肿,长期吸烟导致肺气肿，怎么办,经常吸烟会导致肺气肿病吗？,0
2078,肺气肿,长期吸烟导致肺气肿，怎么办,长期抽烟喝酒的肺气肿人会有什么结果？,0
2080,肺气肿,哪些中草药能治肺气肿?,肺气肿用什么中草药能治好？,1
2081,肺气肿,哪些中草药能治肺气肿?,能治肺气肿的中草药有哪些？,1
2082,肺气肿,哪些中草药能治肺气肿?,肺癌化疗期间可以喝止痛的草药吗？,0
2083,肺气肿,哪些中草药能治肺气肿?,肺气肿中药能治疗吗？,0
2084,肺气肿,哪些中草药能治肺气肿?,肺气肿吃什么中药最有效？,0
2085,肺气肿,肺气肿在日常生活当中应该注意哪些事项,肺气肿在平时有什么是需要注意的？,1
2087,肺气肿,肺气肿在日常生活当中应该注意哪些事项,肺气肿病人最明显的表现有哪些呢?,0
2088,肺气肿,肺气肿在日常生活当中应该注意哪些事项,肺气肿患者会有哪些病理症状？,0
2089,肺气肿,肺气肿在日常生活当中应该注意哪些事项,肺气肿病人该吃什么药？,0
2090,肺气肿,患有肺气肿平时需要注意哪些事项,肺气肿患者平时要注意什么？,1
2091,肺气肿,患有肺气肿平时需要注意哪些事项,患有肺气肿有什么事项需要注意？,1
2092,肺气肿,患有肺气肿平时需要注意哪些事项,肺气肿传染吗？,0
2093,肺气肿,患有肺气肿平时需要注意哪些事项,肺气肿患者会有哪些病理症状？,0
2094,肺气肿,患有肺气肿平时需要注意哪些事项,肺气肿病人最明显的表现有哪些呢?,0
2096,肺气肿,肺气肿可以做运动吗? 有好处吗?,肺气肿病人可以做运动吗？运动有好处没有？,1
2098,肺气肿,肺气肿可以做运动吗? 有好处吗?,肺气肿怎样锻炼肺功能？,0
2099,肺气肿,肺气肿可以做运动吗? 有好处吗?,不抽烟为什么得了肺气肿？,0
2101,肺气肿,肺气肿可以彻底治好吗?,肺气肿能能完全治好?,1
2102,肺气肿,肺气肿可以彻底治好吗?,肺气肿好不好治疗？,0
2103,肺气肿,肺气肿可以彻底治好吗?,关于肺气肿，平时怎样预防治疗？,0
2104,肺气肿,肺气肿可以彻底治好吗?,肺气肿如何治疗？,0
2105,肺气肿,得了肺气肿会传染给家吗,患有肺气肿能传染给家人吗？,1
2109,肺气肿,得了肺气肿会传染给家吗,肺气肿的传播途径都有哪些？,0
2110,肺气肿,得了肺气肿寿命还剩下几年?,肺气肿患者的寿命有多长？,1
2111,肺气肿,得了肺气肿寿命还剩下几年?,我检查患有肺气肿还能活多久？,1
2112,肺气肿,得了肺气肿寿命还剩下几年?,肺气肿能治好吗？,0
2114,肺气肿,得了肺气肿寿命还剩下几年?,肺气肿反复发作平时如何预防？,0
2116,肺气肿,得了肺气肿怎么治疗的呢?,患肺气肿如何治疗？,1
2117,肺气肿,得了肺气肿怎么治疗的呢?,同时患上支气管炎和肺气肿能治好吗？,0
2118,肺气肿,得了肺气肿怎么治疗的呢?,肺气肿是怎么样的病？,0
2119,肺气肿,得了肺气肿怎么治疗的呢?,肺气肿病有什么症状？,0
2121,肺气肿,轻微肺气肿可以活四十年吗,轻微肺气肿能否活四十年？,1
2122,肺气肿,轻微肺气肿可以活四十年吗,得了肺气肿平均死亡年龄是多少？,0
2123,肺气肿,轻微肺气肿可以活四十年吗,刚知道得了肺气肿，还能干重活吗？,0
2124,肺气肿,轻微肺气肿可以活四十年吗,早期肺气肿应该怎么治疗？,0
2125,肺气肿,中医是怎么讲肺气肿这个病因的?,中医是如何解释肺气肿病因的？,1
2126,肺气肿,中医是怎么讲肺气肿这个病因的?,肺气肿的病因以中医角度怎么理解？,1
2127,肺气肿,中医是怎么讲肺气肿这个病因的?,有可以治疗肺气肿的中药吗？,0
2128,肺气肿,中医是怎么讲肺气肿这个病因的?,肺气肿传染吗？,0
2129,肺气肿,中医是怎么讲肺气肿这个病因的?,肺气肿好不好治疗？,0
2130,肺气肿,请问肺气肿严重吗?要紧吗,患有肺气肿要不要紧严重吗？,1
2131,肺气肿,请问肺气肿严重吗?要紧吗,得了肺气肿可怕吗？要不要紧？,1
2132,肺气肿,请问肺气肿严重吗?要紧吗,肺气肿病有什么症状？,0
2133,肺气肿,请问肺气肿严重吗?要紧吗,肺气肿如何预防？,0
2134,肺气肿,请问肺气肿严重吗?要紧吗,肺气肿传染吗？,0
2135,肺气肿,肺气肿是怎么造成的呢?,肺气肿是如何引起的?,1
