id,query1,query2,label
535,肺气肿需做手术吗,肺气肿要动手术吗？,1
536,肺气肿需做手术吗,肺气肿的病需要手术治疗吗,1
537,肺气肿要动手术吗？,肺气肿的病需要手术治疗吗,1
538,肺气肿要动手术吗？,肺气肿要动手术吗？,1
539,肺气肿的病需要手术治疗吗,肺气肿要动手术吗？,1
540,患了肺气肿可以办慢性病门诊治疗吗？,治疗肺气肿能办慢性病门诊吗？,1
541,肺气肿患者发病时气喘如何处理？,肺气肿患者发病时气喘该做什么？,1
542,肺气肿患者发病时气喘如何处理？,气喘肺气肿怎么办？,1
543,肺气肿患者发病时气喘该做什么？,气喘肺气肿怎么办？,1
544,肺气肿患者发病时气喘该做什么？,肺气肿气短怎么办,1
545,气喘肺气肿怎么办？,肺气肿气短怎么办,1
546,气喘肺气肿怎么办？,肺气肿气喘怎么办,1
547,肺气肿气短怎么办,肺气肿气喘怎么办,1
548,肺气肿气短怎么办,"肺气肿患者发病时,气喘怎么办呢？",1
549,肺气肿气喘怎么办,"肺气肿患者发病时,气喘怎么办呢？",1
550,治疗肺气肿有什么方法？,有什么办法可以治疗肺气肿？,1
551,治疗肺气肿有什么方法？,有什么方法可以治疗肺气肿？,1
552,治疗肺气肿有什么方法？,肺气肿治疗方法有哪些？,1
553,有什么方法可以治疗肺气肿？,肺气肿治疗方法有哪些？,1
554,有什么方法可以治疗肺气肿？,治疗肺气肿的方法有哪些？,1
555,肺气肿治疗方法有哪些？,治疗肺气肿的方法有哪些？,1
556,肺气肿治疗方法有哪些？,治疗肺气肿的方法有哪些？,1
557,治疗肺气肿的方法有哪些？,治疗肺气肿的方法有哪些？,1
558,治疗肺气肿的方法有哪些？,治疗肺气肿有什么方法不？,1
559,治疗肺气肿的方法有哪些？,治疗肺气肿有什么方法不？,1
560,肺气肿有哪些症状？,肺气肿的症状有什么？,1
561,肺气肿有哪些症状？,肺气肿症状有哪些？,1
562,肺气肿的症状有什么？,肺气肿症状有哪些？,1
563,肺气肿的症状有什么？,患了肺气肿一般会有哪些症状表现啊,1
564,肺气肿症状有哪些？,患了肺气肿一般会有哪些症状表现啊,1
565,肺气肿症状有哪些？,肺气肿症状有哪些？,1
566,患了肺气肿一般会有哪些症状表现啊,肺气肿症状有哪些？,1
567,患了肺气肿一般会有哪些症状表现啊,肺气肿病人最明显的表现有哪些呢?,1
568,肺气肿症状有哪些？,肺气肿病人最明显的表现有哪些呢?,1
569,肺气肿不停咳嗽怎么办？,肺气肿不停咳嗽如何缓解？,1
570,肺气肿病人厌食该怎么做？,肺气肿病人厌食如何是好？,1
571,肺气肿病人厌食该怎么做？,肺气肿病人厌食怎么办,1
572,肺气肿病人厌食如何是好？,肺气肿病人厌食怎么办,1
573,肺气肿病人厌食如何是好？,肺气肿病人不想吃东西怎么办,1
574,肺气肿病人厌食怎么办,肺气肿病人不想吃东西怎么办,1
575,肺气肿病人厌食怎么办,怎样治疗肺气肿病人的厌食症状,1
576,肺气肿病人不想吃东西怎么办,怎样治疗肺气肿病人的厌食症状,1
577,肺气肿病人不想吃东西怎么办,针对肺气肿病人厌食该如何治疗,1
578,怎样治疗肺气肿病人的厌食症状,针对肺气肿病人厌食该如何治疗,1
579,气紧胸闷肺气肿如何处理？,气紧胸闷肺气肿该怎么做？,1
580,气紧胸闷肺气肿如何处理？,肺气肿，胸闷，气短，怎么办？,1
581,气紧胸闷肺气肿该怎么做？,肺气肿，胸闷，气短，怎么办？,1
582,气紧胸闷肺气肿该怎么做？,肺气肿胸闷气短怎么办？,1
583,肺气肿，胸闷，气短，怎么办？,肺气肿胸闷气短怎么办？,1
584,肺气肿，胸闷，气短，怎么办？,肺气肿胸闷气短怎么办？,1
585,肺气肿胸闷气短怎么办？,肺气肿胸闷气短怎么办？,1
586,肺气肿胸闷气短怎么办？,肺气肿引起的气短和胸闷怎么办？,1
587,肺气肿胸闷气短怎么办？,肺气肿引起的气短和胸闷怎么办？,1
588,如何治疗肺气肿加心脏早搏骤停?,肺气肿加心脏早搏骤停该怎么治?,1
589,如何治疗肺气肿加心脏早搏骤停?,肺气肿加心脏早搏骤停，怎么治疗?,1
590,肺气肿加心脏早搏骤停该怎么治?,肺气肿加心脏早搏骤停，怎么治疗?,1
591,肺气肿加心脏早搏骤停该怎么治?,肺气肿和心脏早搏骤停如何治愈呢,1
592,肺气肿加心脏早搏骤停，怎么治疗?,肺气肿和心脏早搏骤停如何治愈呢,1
593,肺气肿加心脏早搏骤停，怎么治疗?,怎样治疗肺气肿加心脏早搏骤停,1
594,肺气肿和心脏早搏骤停如何治愈呢,怎样治疗肺气肿加心脏早搏骤停,1
595,肺气肿和心脏早搏骤停如何治愈呢,患有肺气肿加上心脏早搏骤停该怎么办？,1
596,怎样治疗肺气肿加心脏早搏骤停,患有肺气肿加上心脏早搏骤停该怎么办？,1
597,为什么老人肺气肿冬天咳嗽更厉害？,老人肺气肿冬天咳嗽厉害是什么原因？,1
598,为什么老人肺气肿冬天咳嗽更厉害？,肺气肿为什么冬天咳嗽,1
599,老人肺气肿冬天咳嗽厉害是什么原因？,肺气肿为什么冬天咳嗽,1
600,老人肺气肿冬天咳嗽厉害是什么原因？,肺气肿老人冬天咳嗽，为什么呢,1
601,肺气肿为什么冬天咳嗽,肺气肿老人冬天咳嗽，为什么呢,1
602,肺气肿为什么冬天咳嗽,老人肺气肿冬天咳嗽的更厉害的原因是什么？,1
603,肺气肿老人冬天咳嗽，为什么呢,老人肺气肿冬天咳嗽的更厉害的原因是什么？,1
604,肺气肿老人冬天咳嗽，为什么呢,为什么冬天得肺气肿的老人咳嗽很厉害,1
605,老人肺气肿冬天咳嗽的更厉害的原因是什么？,为什么冬天得肺气肿的老人咳嗽很厉害,1
606,患有慢支肺气肿如何医治？,怎么治疗患有慢支肺气肿？,1
607,患有慢支肺气肿如何医治？,患有肺气肿、慢支有好的治疗方法吗？,1
608,怎么治疗患有慢支肺气肿？,患有肺气肿、慢支有好的治疗方法吗？,1
609,怎么治疗患有慢支肺气肿？,肺气肿，老慢支怎么治好？,1
610,患有肺气肿、慢支有好的治疗方法吗？,肺气肿，老慢支怎么治好？,1
611,患有肺气肿、慢支有好的治疗方法吗？,患有慢支肺气肿有什么好的治疗方法吗？,1
612,肺气肿，老慢支怎么治好？,患有慢支肺气肿有什么好的治疗方法吗？,1
613,肺气肿，老慢支怎么治好？,如何有效治疗慢支肺气肿？,1
614,患有慢支肺气肿有什么好的治疗方法吗？,如何有效治疗慢支肺气肿？,1
615,肺气肿该怎么治疗好？,肺气肿要怎么治疗才好？,1
616,肺气肿该怎么治疗好？,怎样治疗肺气肿有效,1
617,肺气肿要怎么治疗才好？,怎样治疗肺气肿有效,1
618,肺气肿要怎么治疗才好？,肺气肿该怎么治疗好？,1
619,怎样治疗肺气肿有效,肺气肿该怎么治疗好？,1
620,肺气肿能吃橄榄油吗？,您好请问肺气肿是不是喝橄榄油,1
621,肺气肿肺大泡怎样保养,肺气肿及肺大泡如何治疗和保养,1
622,肺气肿能吃补肺丸吗,多年肺气肿可以吃吃补肺丸吗,1
623,肺气肿能吃补肺丸吗,您好，我爸肺气肿好多年补肺丸能吃吗？,1
624,多年肺气肿可以吃吃补肺丸吗,您好，我爸肺气肿好多年补肺丸能吃吗？,1
625,多年肺气肿可以吃吃补肺丸吗,您好，我爸肺气肿好多年，能吃什么药?,1
626,您好，我爸肺气肿好多年补肺丸能吃吗？,您好，我爸肺气肿好多年，能吃什么药?,1
627,肺气肿药物哪种好？,治疗肺气肿的药物哪种好呢,1
628,右肺中叶索条是什么病,右肺中叶索条和肺气肿是什么病,1
629,肺气肿复发可能性大吗,肺气肿复发的概率高吗,1
630,肺气肿复发可能性大吗,肺气肿治愈后容易复发吗？,1
631,肺气肿复发的概率高吗,肺气肿治愈后容易复发吗？,1
632,肺气肿复发的概率高吗,肺气肿的复发率有多高？,1
633,肺气肿治愈后容易复发吗？,肺气肿的复发率有多高？,1
634,抽烟喝酒对肺气肿病人健康的影响有哪些,肺气肿病人抽烟喝酒能活多长时间,1
635,有没有肺气肿不咳嗽只发烧的孩子,有多少宝宝肺气肿只发烧不咳嗽,1
636,怎么治疗肺纤维化肺气肿,肺纤维化肺气肿的治疗方法是啥,1
637,怎么治疗肺纤维化肺气肿,如何治疗肺纤维化肺气肿,1
638,肺纤维化肺气肿的治疗方法是啥,如何治疗肺纤维化肺气肿,1
639,肺纤维化肺气肿的治疗方法是啥,肺纤维化肺气肿治疗方案有哪些？,1
640,如何治疗肺纤维化肺气肿,肺纤维化肺气肿治疗方案有哪些？,1
641,肺气肿可以在慢性病门诊治疗吗,肺气肿能办慢性病门诊的治疗手续吗,1
642,肺气肿可以在慢性病门诊治疗吗,肺气肿要到慢性病门诊治疗吗？,1
643,肺气肿能办慢性病门诊的治疗手续吗,肺气肿要到慢性病门诊治疗吗？,1
644,肺气肿能办慢性病门诊的治疗手续吗,慢性病门诊能治疗肺气肿吗？,1
645,肺气肿要到慢性病门诊治疗吗？,慢性病门诊能治疗肺气肿吗？,1
646,请问肺气肿怎么治疗？,请问肺气肿该怎么治疗好？,1
647,请问肺气肿怎么治疗？,请问医生肺气肿怎么治疗？,1
648,请问肺气肿该怎么治疗好？,请问医生肺气肿怎么治疗？,1
649,请问肺气肿该怎么治疗好？,怎样治疗肺气肿？,1
650,请问医生肺气肿怎么治疗？,怎样治疗肺气肿？,1
651,慢阻肺和肺气肿的区别有哪些,慢阻肺和肺气肿的不同体现在哪里,1
652,慢阻肺和肺气肿的区别有哪些,慢阻肺与肺气肿两种疾病怎样区别？,1
653,慢阻肺和肺气肿的不同体现在哪里,慢阻肺与肺气肿两种疾病怎样区别？,1
654,慢阻肺和肺气肿的不同体现在哪里,慢阻肺与肺气肿如何区别？,1
655,慢阻肺与肺气肿两种疾病怎样区别？,慢阻肺与肺气肿如何区别？,1
656,肺气肿戒烟发展吗,肺气肿肺大泡戒烟后会发展吗？,1
657,肺气肿吸氧有什么作用,肺气肿吸氧有作用吗？,1
658,肺气肿吸氧有什么作用,肺气肿病人吸氧好吗？,1
659,肺气肿吸氧有作用吗？,肺气肿病人吸氧好吗？,1
660,肺气肿吸氧有作用吗？,吸氧对肺气肿好吗？,1
661,肺气肿病人吸氧好吗？,吸氧对肺气肿好吗？,1
662,肺气肿要注意些什么,得了肺气肿在家要注意些什么,1
663,肺气肿要注意些什么,肺气肿要注意些什么,1
664,得了肺气肿在家要注意些什么,肺气肿要注意些什么,1
665,得了肺气肿在家要注意些什么,肺气肿注意事项有哪些,1
666,肺气肿要注意些什么,肺气肿注意事项有哪些,1
667,肺气肿加心脏病可以打感冒预防针吗,肺气肿引发心脏问题后还能打感冒预防针吗,1
668,肺气肿加心脏病可以打感冒预防针吗,打感冒预防针对肺气肿引发的心脏问题有影响吗？,1
669,肺气肿引发心脏问题后还能打感冒预防针吗,打感冒预防针对肺气肿引发的心脏问题有影响吗？,1
670,肺气肿引发心脏问题后还能打感冒预防针吗,肺气肿引发心脏问题打感冒预防针会加速病情恶化吗,1
671,打感冒预防针对肺气肿引发的心脏问题有影响吗？,肺气肿引发心脏问题打感冒预防针会加速病情恶化吗,1
672,慢性肺气肿怎么就转成急性肺气肿了,慢性肺气肿转成急性肺气肿，为什么,1
673,肺气肿反反复复怎么办?？,中隔肺气肿一直反反复复，请问如何彻底治疗？,1
674,肺气肿反反复复怎么办?？,肺气肿反反复复怎么办?,1
675,中隔肺气肿一直反反复复，请问如何彻底治疗？,肺气肿反反复复怎么办?,1
676,中隔肺气肿一直反反复复，请问如何彻底治疗？,肺气肿反复发作怎么治疗,1
677,肺气肿反反复复怎么办?,肺气肿反复发作怎么治疗,1
678,身患结核病肠组肺气肿怎么吃食物好？,身患结核病肠组肺气肿那种食物更好？,1
679,堵塞性肺气肿和肺大泡如何治疗？,堵塞性肺气肿和肺大泡去医院看行吗？,1
680,喝橄榄油能治疗肺气肿吗,请问肺气肿是不是喝橄榄油，对病人有好处？,1
681,肺气肿晚期能服用哪种药治好？,肺气肿晚期适宜用什么药来治疗？,1
682,肺气肿晚期能服用哪种药治好？,肺气肿晚期该用什么药进行治疗？,1
683,肺气肿晚期适宜用什么药来治疗？,肺气肿晚期该用什么药进行治疗？,1
684,肺气肿晚期适宜用什么药来治疗？,请问晚期肺气肿治疗可用哪些药物？,1
685,肺气肿晚期该用什么药进行治疗？,请问晚期肺气肿治疗可用哪些药物？,1
686,肺气肿肺大泡肝上还有个囊肿是否严重？,肺气肿肺大泡肝上有个囊肿严不严重？,1
687,肺气肿的诊断标准包括哪些？,肺气肿诊断标准都有哪些？,1
688,治疗急性肺气肿的办法有哪些？,有什么办法可以治疗急性肺气肿？,1
689,肺气肿引发心肌梗怎么办？,肺气肿造成心肌梗如何处理？,1
690,肺气肿接着抽烟会有什么危害？,肺气肿接着抽烟会导致哪些后果？,1
691,百禾中药酵素能否调理肺气肿？,百禾中药酵素可以用来调理肺气肿吗？,1
692,肺功能正常，能否排除肺气肿？,肺功能正常可不可以排除肺气肿？,1
693,肺气肿早期咳嗽不断要如何治疗？,肺气肿早期咳嗽不断该如何是好？,1
694,肺气肿早期咳嗽不断要如何治疗？,肺气肿早期咳嗽不断如何治疗？,1
695,肺气肿早期咳嗽不断该如何是好？,肺气肿早期咳嗽不断如何治疗？,1
696,肺气肿早期咳嗽不断该如何是好？,肺气肿早期咳嗽不断要怎么治好？,1
697,肺气肿早期咳嗽不断如何治疗？,肺气肿早期咳嗽不断要怎么治好？,1
698,肺气肿伴有两肺肺大泡该如何治疗？,要怎么医治肺气肿两肺肺大泡？,1
699,肺气肿咳嗽能不能吃三七当归汤？,肺气肿咳嗽是否能食用三七当归汤？,1
700,肺气肿要注意怎样的饮食原则？,肺气肿的饮食原则是什么？,1
701,肺气肿的病因是什么？,什么原因会引起肺气肿？,1
702,肺气肿晚期患者要怎么治疗？,肺气肿患者晚期如何是好？,1
703,肺气肿晚期患者要怎么治疗？,肺气肿患者晚期如何治疗？,1
704,肺气肿患者晚期如何是好？,肺气肿患者晚期如何治疗？,1
705,肺气肿患者晚期如何是好？,肺气肿患者晚期如何是好？,1
706,肺气肿患者晚期如何治疗？,肺气肿患者晚期如何是好？,1
707,肺气肿会导致肺衰竭吗？,肺气肿会造成肺衰竭吗？,1
708,严重肺气肿输液能不能用利巴韦林？,严重肺气肿输液用利巴韦林可取吗？,1
709,肺气肿有没有急性和慢性的分别？,肺气肿有急性和慢性的吗？,1
710,肺气肿引发心梗如何是好？,肺气肿造成心梗怎么治疗？,1
711,肺气肿可以吃什么药进行治疗？,有哪些能治疗肺气肿的药物?,1
712,肺气肿要如何保养，吃什么好？,肺气肿应该怎么保养吃些什么好？,1
713,感冒后经常咳嗽会引起肺气肿吗？,感冒后咳嗽会导致肺气肿吗？,1
714,肺气肿病人在家做氧疗有没有效果？,肺气肿病人在家做氧疗管用吗？,1
715,慢性肺气肿该怎么正确氧疗？,慢性肺气肿要怎样氧疗正确？,1
716,肺气肿的并发症对身体有哪些伤害？,肺气肿的并发症对身体怎样的危害？,1
717,x线肺气肿是怎么回事？,肺气肿x线指什么？,1
718,肺气肿的检查项目有哪些？,肺气肿患者需要做什么检查？,1
719,早期肺气肿有什么注意事项？,肺气肿初期要注意哪些？,1
720,肺气肿感染要如何治疗很严重吗？,肺气肿感染要怎样治疗严不严重？,1
721,怎样辨别肺气肿早中晚期？,肺气肿早中晚期要如何分辨？,1
722,得了肺气肿能存活多久？,得了肺气肿的人有多少寿命？,1
723,并泡性肺气肿该吃什么药效果好？,并泡性肺气肿要吃啥药比较好？,1
724,肺气肿的死亡率高吗？,肺气肿的死亡几率大不大？,1
725,肺气肿影像报告该如何写？,肺气肿影像报告应该咋写？,1
726,新冠肺炎带什么口罩比较合适,哪种口罩能有效预防新冠肺炎,1
727,肺炎去医院做什么检查,肺炎应该做什么检查？,1
728,病毒性肺炎会传染么？要怎么预防啊？,如何预防肺炎传染自己,1
729,预防肺炎父母不听怎么办,防控肺炎家人不听劝,1
730,新冠肺炎带什么口罩比较合适,哪种口罩能有效预防新冠肺炎,1
731,冠状病毒感染的症状有哪些？,人冠状病毒感染的症状表现是什么,1
732,肺炎的症状有哪些？,肺炎的主要症状,1
733,不明肺炎诊断的条件,不明原因肺炎的诊断条件,1
734,病毒性肺炎症状,肺炎的症状有哪些？,1
735,不明肺炎的潜伏期多长,武汉肺炎的潜伏期有多久,1
736,输入性新型肺炎是什么,输入性新型冠状肺炎是什么,1
737,查肺炎做什么检查,怀疑肺炎做什么检查,1
738,人冠状病毒感染的症状表现是什么,冠状病毒的症状,1
739,如何确诊新型冠状肺炎,新型冠状肺炎的确认,1
740,新型冠状肺炎的体温,新型冠状病毒的温度,1
741,病毒性肺炎怎么通过血液检查出？,抽血可以检查出肺炎吗,1
742,肺炎的症状有哪些？,不明原因肺炎的症状,1
743,武汉肺炎的病因,不明原因肺炎的病因,1
744,新型肺炎的症状,新型冠状病毒的肺炎的症状,1
745,肺炎的传播途径？,肺炎传染途径,1
746,新型冠状病毒咳痰吗,新型冠状病毒咳嗽咳痰吗,1
747,咳嗽是新冠肺炎吗,咳嗽是新型冠状病毒肺炎吗,1
748,新型肺炎潜伏期,新型肺炎的潜伏期多久,1
749,新型肺炎体温多少,新型冠状病毒肺炎体温发热多少,1
750,新型冠状病毒肺炎来源,新型冠状病毒肺炎病因,1
751,新型肺炎的症状,新型冠状病毒肺炎的症状,1
752,肺炎病毒带什么口罩比较合适,预防肺炎病菌带什么口罩,1
753,冠状病毒肺炎潜伏期,冠状病毒肺炎的潜伏期多久,1
754,冠状病毒感染的症状有哪些？,人冠状病毒感染的症状表现是什么,1
755,冠状病毒感染的症状有哪些？,冠状病毒的症状有哪些？,1
756,肺炎病毒空气存活时间,在空气中肺炎病毒能存活多久,1
757,肺炎发烧多少度,肺炎一般发烧多少度,1
758,肺炎的症状有哪些？,肺炎的主要症状,1
759,新型冠状肺炎潜伏期多久,新型肺炎的潜伏期,1
760,新型肺炎的潜伏期症状有哪些？,新型肺炎的潜伏期主要症状,1
761,冠状病毒感染的症状有哪些？,冠状病毒的症状,1
762,新型肺炎是什么原因引起的,新型肺炎的病因有哪些,1
763,新型肺炎确诊婴儿,新型肺炎感染9个月婴儿,1
764,人冠状病毒感染的症状表现是什么,冠状病毒感染的症状有哪些？,1
765,新型肺炎患者特征,新型冠状病毒肺炎患者症状特征,1
766,新型肺炎的病因有哪些,新型肺炎是什么原因引起的,1
767,发热咳嗽不是新型肺炎的首发症状,咳嗽发热不是新型冠状病毒肺炎的第一症状,1
768,新型肺炎第二次流行上升时期,新型肺炎进入第二次流行上升期,1
769,新型肺炎存在人传人现象吗,新型肺炎会人传人吗？,1
770,感冒肺炎，住院三天医生说已经可以出院了,感冒肺炎，住院三天医生说能出院,1
771,空气加湿器会导致起肺炎吗,空气加湿器会不会引起肺炎,1
772,肺炎早上起来咳血怎么治疗？,肺炎早上起来咳血如何治疗,1
773,肺炎反复发烧8天如何治疗,肺炎反复发烧8天怎么治疗,1
774,宝宝肺炎的症状都有哪些,婴儿肺炎的症状有哪些？,1
775,两岁的小孩要不要打肺炎预防针？,两岁的小孩有必要打肺炎疫苗嘛？,1
776,肺炎的咳嗽症状是什么样子的？,肺炎咳嗽又什么症状？,1
777,婴儿先天性喉喘鸣怎样治疗,新生儿先天性喉喘鸣怎么办？,1
778,氟康唑胶囊使用剂量多少一次？,氟康唑胶囊是使用控制在多少剂量?,1
779,逸舒氟康唑胶囊的注意事项是什么,服用氟康唑胶囊需要注意的事项有哪些,1
780,服用阿奇霉素片注意事项有哪些,服用阿奇霉素片有哪些注意事项,1
781,2岁孩子肺炎治好要多久,2岁孩子肺炎治愈需要多久,1
782,如何判断宝宝有没有得肺炎,怎样知道宝宝有没有得肺炎,1
783,感冒咳嗽会不会引起肺炎呢？,感冒咳嗽会不会咳成肺炎？,1
784,小孩子常用阿奇霉素有什么不良反应？,小孩子常用阿奇霉素有会导致什么后果？,1
785,三岁宝宝肺炎咳嗽怎么办？,3岁多宝宝肺炎支原体感染咳嗽怎么办,1
786,喝过啤酒还能不能吃阿奇霉素片,喝过啤酒还可以吃阿奇霉素片吗,1
787,肺炎的孩子要咋饮食,孩子肺炎了该怎么饮食呢？,1
788,打七价肺炎疫苗后孩子得了肺炎怎么办,打七价肺炎疫苗后孩子得了肺炎怎么处理,1
789,肺炎一般要治多久才可以好,肺炎一般要治疗多长时间才好,1
790,肺炎出院后能适当运动吗？比如打乒乓球,肺炎出院后可不可以适当运动，比如打乒乓球,1
791,小宝宝咳嗽老不好怎么办？,小孩子经常咳嗽怎么办？,1
792,肺炎反复发烧是什么原因引起的,肺炎反复发烧是什么导致的？,1
793,阿奇霉素分散片饭前吃还是饭后吃好？,阿奇霉素片什么时候吃好?,1
794,宝宝五个月大，咳嗽又有肺炎怎么办,五个月宝宝支气管肺炎咳嗽怎么治疗,1
795,服用替硝唑片时应该注意些什么呢,请问一下服用替硝唑片时应该注意些什么呢,1
796,有哪些方法可以治疗只垂性肺炎,只垂性肺炎的治疗方法有哪几种？,1
797,小孩子得了肺炎怎么办呢,孩子患了肺炎要怎么办呢？,1
798,大叶肺炎必须要输够两个疗程吗,大叶肺炎一定要输够两个疗程吗,1
799,胸部喝水疼，会不会是肺炎，跟咽喉炎有关系,胸部喝水疼，可能是肺炎，跟咽喉炎有关系,1
800,长期卧床的病人怎样预防坠积性肺炎？,长期卧床的病人预防坠积性肺炎的办法？,1
801,肺炎初期症状有什么,肺炎早期症状有哪些,1
802,维宏阿奇霉素片用量是多少？,维宏阿奇霉素片一天最多吃几片,1
803,依托红霉素片能否治疗肺炎链球菌,依托红霉素片能不能治疗肺炎链球菌,1
804,婴儿肺炎的症状是什么？,婴儿肺炎有何症状?,1
805,咳嗽多长时间会引起肺炎呀?,咳嗽时间多久会引起肺炎呀？,1
806,3个月宝肺炎恢复期咳嗽怎么处理,3个月宝肺炎恢复期咳嗽如何处理,1
807,肺炎的症状有哪些,肺炎的症状有哪些临床表现？,1
808,肺炎的症状有哪些,小孩肺炎的早期症状有哪些?,1
809,肺炎的症状有哪些临床表现？,小孩肺炎的早期症状有哪些?,1
810,肺炎的症状有哪些临床表现？,肺炎有哪些症状?,1
811,小孩肺炎的早期症状有哪些?,肺炎有哪些症状?,1
812,你好，月经期间可以吃替硝唑片吗,你好，月经期间能可不可以吃替硝唑片,1
813,咳嗽造成肺炎正在打针可以吃清蒸螃蟹吗,咳嗽造成肺炎正在打针能不能吃清蒸螃蟹,1
814,感冒发烧时间长了会烧出肺炎吗？,长时间发烧会导致肺炎吗,1
815,咳嗽时间长了会引起肺炎吗,咳嗽久了会成肺炎吗,1
816,哺乳期得了肺炎怎么办？,哺乳期肺炎如何治疗？,1
817,肺炎是怎么引起的肺炎是怎么引起的,请问肺炎是什么导致的的？,1
818,肺炎是怎么引起的肺炎是怎么引起的,肺炎是什么引起的,1
819,请问肺炎是什么导致的的？,肺炎是什么引起的,1
820,请问肺炎是什么导致的的？,肺炎的发病原因有哪些,1
821,肺炎是什么引起的,肺炎的发病原因有哪些,1
822,小孩子经常咳嗽是什么原因？,小孩子总是咳嗽是什么原因,1
823,肺炎链球菌疫苗有必要打吗,肺炎链球菌疫苗是否有必要打？,1
824,肺炎支原体抗体阳性怎么办？,肺炎支原体抗体阳性要怎么治疗,1
825,利巴韦林颗粒三个月小孩子有肺炎可以使用吗？,三个月小孩子有肺炎可以用利巴韦林颗粒吗？,1
826,肺炎后背疼怎么回事儿?,肺炎后背疼痛是为什么？,1
827,出生后感染肺炎属于什么病,出生后感染肺炎是哪种病,1
828,一岁宝宝老生病反复咳嗽发烧怎么办,1岁宝宝反复发烧咳嗽如何护理,1
829,小孩子只咳嗽不发烧也会导致肺炎吗,小孩子只咳嗽不发烧会不会引起肺炎,1
830,孩子肺炎怎么治疗好得迅速一点?,孩子肺炎怎么治疗能快速好起来,1
831,孩子肺炎怎么治疗好得迅速一点?,孩子得了肺炎要怎么治疗好？,1
832,孩子肺炎怎么治疗能快速好起来,孩子得了肺炎要怎么治疗好？,1
833,孩子肺炎怎么治疗能快速好起来,怎样治疗孩子肺炎好的快,1
834,孩子得了肺炎要怎么治疗好？,怎样治疗孩子肺炎好的快,1
835,孩子得了肺炎要怎么治疗好？,孩子得了肺炎，快速治疗方法有哪些,1
836,怎样治疗孩子肺炎好的快,孩子得了肺炎，快速治疗方法有哪些,1
837,怎样治疗孩子肺炎好的快,孩子的肺炎怎么治疗效果更好,1
838,孩子得了肺炎，快速治疗方法有哪些,孩子的肺炎怎么治疗效果更好,1
839,肺炎两个月的宝宝低烧肺炎，怎么办呢,肺炎两个月的宝宝低烧肺炎，怎么治疗呢,1
840,间质性肺炎制不住怎么处理,间质性肺炎制不住如何处理？,1
841,请问那个氟康唑胶囊吃多了有什么后果？,请问那个氟康唑胶囊吃多了会是什么样？,1
842,23介肺炎疫苗是不是需要打,23介肺炎疫苗有一定要打吗,1
843,23介肺炎疫苗是不是需要打,23介肺炎疫苗有没有打的必要？,1
844,23介肺炎疫苗有一定要打吗,23介肺炎疫苗有没有打的必要？,1
845,23介肺炎疫苗有一定要打吗,打23介肺炎疫苗有什么好处,1
846,23介肺炎疫苗有没有打的必要？,打23介肺炎疫苗有什么好处,1
847,严重的慢性肺炎会不会传染?,严重的慢性肺炎能不能传染吗?,1
848,严重的慢性肺炎会不会传染?,严重的慢性肺炎有传染性吗,1
849,严重的慢性肺炎能不能传染吗?,严重的慢性肺炎有传染性吗,1
850,严重的慢性肺炎能不能传染吗?,严重的慢性肺炎是不是会传染给家人啊,1
851,严重的慢性肺炎有传染性吗,严重的慢性肺炎是不是会传染给家人啊,1
852,一岁不到小孩肺炎吃哪种食物,一岁不到小孩肺炎吃食物要注意什么,1
853,肺炎支原体是通过哪种途径传染的?,肺炎支原体是通过什么方式传染的?,1
854,肺炎支原体是通过哪种途径传染的?,肺炎支原体抗体阳性会传染吗,1
855,肺炎支原体是通过什么方式传染的?,肺炎支原体抗体阳性会传染吗,1
856,肺炎支原体是通过什么方式传染的?,肺炎支原体抗体传播途径有哪些？,1
857,肺炎支原体抗体阳性会传染吗,肺炎支原体抗体传播途径有哪些？,1
858,宝宝得肺炎好了后需要隔离多长时间,宝宝得肺炎好了后隔离多久,1
859,宝宝得肺炎好了后需要隔离多长时间,孩子病毒性肺炎好了后隔离多长时间？,1
860,宝宝得肺炎好了后隔离多久,孩子病毒性肺炎好了后隔离多长时间？,1
861,宝宝得肺炎好了后隔离多久,孩子传染性肺炎好了后隔离多长时间？,1
862,孩子病毒性肺炎好了后隔离多长时间？,孩子传染性肺炎好了后隔离多长时间？,1
863,小孩肺炎出院后咳嗽多久痊愈?,小孩肺炎治好后还会咳嗽多长时间,1
864,小孩肺炎出院后咳嗽多久痊愈?,6岁孩子肺炎好后咳嗽多长时间能好？,1
865,小孩肺炎治好后还会咳嗽多长时间,6岁孩子肺炎好后咳嗽多长时间能好？,1
866,小孩肺炎治好后还会咳嗽多长时间,孩子肺炎好后咳嗽多长时间能好呢?,1
867,6岁孩子肺炎好后咳嗽多长时间能好？,孩子肺炎好后咳嗽多长时间能好呢?,1
868,小孩抗肺炎支原体抗体lgm阳性怎么处理,小孩抗肺炎支原体抗体lgm阳性如何处理,1
869,小孩抗肺炎支原体抗体lgm阳性怎么处理,小孩抗肺炎支原体抗体lgm阳性是得的什么病,1
870,小孩抗肺炎支原体抗体lgm阳性如何处理,小孩抗肺炎支原体抗体lgm阳性是得的什么病,1
871,小孩子发烧持续不退怎么办,小孩子发烧持续不退怎么处理,1
872,小孩子发烧持续不退怎么办,小孩发烧一直不退怎么办？,1
873,小孩子发烧持续不退怎么处理,小孩发烧一直不退怎么办？,1
